kecamatan,gender,latitude,longitude,luas_m2,harga,harga_per_m2
panyileukan,Kos Putri,-6.9400626,107.7160222,6.0,800000,133333.33333333334
panyileukan,Kos Putri,-6.9448003261093,107.71434400231,48.0,1100000,22916.666666666668
panyileukan,Kos Putri,-6.9384704514624,107.71554563195,7.0,900000,128571.42857142857
cibiru,Kos Campur,-6.925405,107.722807,12.0,950000,79166.66666666667
panyileukan,Kos Putri,-6.9384005591067,107.7155855298,9.0,1250000,138888.88888888888
cileunyi,Kos Campur,-6.9332671036317,107.72295992821,12.0,850000,70833.33333333333
cileunyi,Kos Putri,-6.941846,107.720066,9.0,800000,88888.88888888889
cileunyi,Kos Putri,-6.940467038708,107.71886553615,12.0,1150000,95833.33333333333
cileunyi,Kos Putri,-6.922891,107.734262,16.0,800000,50000.0
panyileukan,Kos Putri,-6.9415863087002,107.71628424525,12.0,1000000,83333.33333333333
cibiru,Kos Putra,-6.9283869,107.7173125,12.0,750000,62500.0
cibiru,Kos Putri,-6.926433,107.71736,10.5,650000,61904.76190476191
cileunyi,Kos Campur,-6.9476680978896,107.7155314387,12.0,950000,79166.66666666667
panyileukan,Kos Putri,-6.9400756,107.7161427,12.0,900000,75000.0
cileunyi,Kos Campur,-6.947674185562,107.71552920341,22.5,1200000,53333.333333333336
panyileukan,Kos Campur,-6.9239272929722,107.7031397447,8.75,540000,61714.28571428572
panyileukan,Kos Putri,-6.9487967665396,107.71283358335,9.0,750000,83333.33333333333
cileunyi,Kos Campur,-6.944956,107.721354,12.0,750000,62500.0
cibiru,Kos Campur,-6.929323,107.712916,12.0,690000,57500.0
cileunyi,Kos Campur,-6.9460873247489,107.72339344025,15.0,1500000,100000.0
panyileukan,Kos Campur,-6.944563,107.713785,10.5,800000,76190.47619047618
panyileukan,Kos Campur,-6.944544,107.714012,12.0,900000,75000.0
cileunyi,Kos Campur,-6.9476361477243,107.7155314387,20.0,950000,47500.0
cibiru,Kos Putri,-6.926357,107.717315,12.0,650000,54166.666666666664
cibiru,Kos Putri,-6.923908,107.719488,15.0,1100002,73333.46666666666
cileunyi,Kos Putri,-6.941335,107.728124,9.0,800000,88888.88888888889
panyileukan,Kos Putri,-6.9414224,107.7077178,16.0,900000,56250.0
cibiru,Kos Putra,-6.926433,107.71736,9.0,650000,72222.22222222222
cibiru,Kos Campur,-6.929534,107.716042,18.0,600000,33333.333333333336
cileunyi,Kos Campur,-6.937584,107.725293,40.0,1500000,37500.0
panyileukan,Kos Campur,-6.9413398,107.7080857,12.0,992000,82666.66666666667
cibiru,Kos Campur,-6.9256112,107.7229342,8.75,900000,102857.14285714286
cibiru,Kos Campur,-6.933949,107.720113,10.8,750000,69444.44444444444
cibiru,Kos Putri,-6.9305103111157,107.71592281759,12.0,1000000,83333.33333333333
panyileukan,Kos Putri,-6.941621,107.714603,9.0,850000,94444.44444444444
ujung berung,Kos Putra,-6.9161436433405,107.70630575716,16.0,1100000,68750.0
panyileukan,Kos Putri,-6.9473776480107,107.71068345755,7.5,850000,113333.33333333333
panyileukan,Kos Campur,-6.9443932916715,107.71497499198,12.0,1300000,108333.33333333333
cibiru,Kos Campur,-6.923373,107.71233,21.0,700000,33333.333333333336
cibiru,Kos Putri,-6.9302610241208,107.71622121334,12.0,600000,50000.0
cileunyi,Kos Campur,-6.944334,107.725951,9.0,600000,66666.66666666667
panyileukan,Kos Campur,-6.944626,107.713371,12.0,1200000,100000.0
cileunyi,Kos Putri,-6.936706,107.725401,15.0,855000,57000.0
cibiru,Kos Putra,-6.9225885,107.7236512,12.0,650000,54166.666666666664
cibiru,Kos Putri,-6.9339462,107.7201235,6.0,650000,108333.33333333333
cileunyi,Kos Campur,-6.9482739,107.7265423,9.0,745000,82777.77777777778
ujung berung,Kos Putra,-6.9161436433405,107.70630575716,9.0,850000,94444.44444444444
panyileukan,Kos Putri,-6.940057,107.716059,7.5,550000,73333.33333333333
cibiru,Kos Campur,-6.917419,107.721905,9.0,650000,72222.22222222222
cileunyi,Kos Putri,-6.939405,107.727363,12.0,500000,41666.666666666664
panyileukan,Kos Putri,-6.942831,107.713509,7.5,675000,90000.0
gedebage,Kos Putri,-6.9457466,107.7037957,12.0,900000,75000.0
panyileukan,Kos Campur,-6.918199,107.702563,12.0,750000,62500.0
cibiru,Kos Campur,-6.9231288307598,107.71419413388,9.0,650000,72222.22222222222
cileunyi,Kos Campur,-6.92529,107.726599,24.0,630000,26250.0
cileunyi,Kos Putra,-6.937103,107.725934,16.099999999999998,650000,40372.67080745342
cibiru,Kos Putri,-6.9280710205551,107.72445090115,24.0,600000,25000.0
panyileukan,Kos Putri,-6.940541,107.716008,9.0,800000,88888.88888888889
cibiru,Kos Campur,-6.928896,107.721978,12.0,600000,50000.0
cileunyi,Kos Putri,-6.936706,107.725401,15.0,850000,56666.666666666664
cileunyi,Kos Putra,-6.948085,107.718367,12.0,950000,79166.66666666667
panyileukan,Kos Campur,-6.9443962870203,107.7149746567,48.0,1100000,22916.666666666668
cibiru,Kos Putra,-6.9238066,107.719566,9.0,650000,72222.22222222222
cibiru,Kos Putri,-6.929587,107.725926,16.0,750000,46875.0
panyileukan,Kos Campur,-6.927988,107.7001645,9.0,945000,105000.0
cibiru,Kos Putri,-6.9280710205551,107.72445090115,24.0,600000,25000.0
panyileukan,Kos Putra,-6.938896,107.717327,12.0,850000,70833.33333333333
panyileukan,Kos Putri,-6.9400626,107.7160222,6.0,500000,83333.33333333333
panyileukan,Kos Putri,-6.9400446,107.7161127,6.16,750000,121753.24675324676
cileunyi,Kos Putri,-6.9488327103867,107.71441206336,12.0,1000000,83333.33333333333
cibiru,Kos Campur,-6.9256112,107.7229342,8.75,750000,85714.28571428571
panyileukan,Kos Putri,-6.932417,107.705938,9.0,750000,83333.33333333333
panyileukan,Kos Putri,-6.9421976959126,107.71040987223,12.0,950000,79166.66666666667
cibiru,Kos Putri,-6.92928,107.715431,52.65,2100000,39886.039886039885
cibiru,Kos Putra,-6.9238066,107.719566,9.0,750000,83333.33333333333
cibiru,Kos Putri,-6.927426,107.720597,12.0,850000,70833.33333333333
cibiru,Kos Putra,-6.9291448952517,107.71606657967,7.5,600000,80000.0
cibiru,Kos Putri,-6.928405,107.718479,12.0,1000000,83333.33333333333
cileunyi,Kos Putri,-6.938361,107.726863,9.0,600000,66666.66666666667
cileunyi,Kos Putra,-6.937103,107.725934,26.599999999999998,750000,28195.488721804515
cibiru,Kos Campur,-6.933949,107.720113,10.0,700000,70000.0
cileunyi,Kos Putri,-6.928157,107.724958,12.0,600000,50000.0
cileunyi,Kos Putri,-6.9433219540478,107.73044597358,7.68,1200000,156250.0
cibiru,Kos Putri,-6.933581,107.719823,9.0,700000,77777.77777777778
ujung berung,Kos Campur,-6.913946,107.708097,9.0,750000,83333.33333333333
panyileukan,Kos Putri,-6.940063,107.716022,6.760000000000001,650000,96153.84615384614
panyileukan,Kos Putra,-6.944350691154,107.71388400346,12.0,600000,50000.0
panyileukan,Kos Putri,-6.9470784477553,107.71291505545,4.5,500000,111111.11111111111
panyileukan,Kos Putri,-6.9473776480107,107.71068345755,5.28,650000,123106.0606060606
cibiru,Kos Putra,-6.9339462,107.7201235,6.0,600000,100000.0
cibiru,Kos Putra,-6.9339462,107.7201235,9.0,650000,72222.22222222222
cibiru,Kos Campur,-6.925405,107.722807,12.0,750000,62500.0
ujung berung,Kos Campur,-6.9172862,107.7082708,16.0,1000000,62500.0
cileunyi,Kos Campur,-6.939823,107.726064,10.0,750000,75000.0
cileunyi,Kos Campur,-6.937206951747,107.72520154523,11.200000000000001,900000,80357.14285714286
cibiru,Kos Putri,-6.9282410956644,107.72498030216,16.0,600000,37500.0
cileunyi,Kos Campur,-6.937206951747,107.72520154523,14.0,800000,57142.857142857145
cibiru,Kos Putri,-6.929587,107.725926,7.5,650000,86666.66666666667
cibiru,Kos Campur,-6.9255748034791,107.71483182907,12.0,810000,67500.0
cibiru,Kos Putri,-6.9282410956644,107.72498030216,8.0,700000,87500.0
panyileukan,Kos Putri,-6.941621,107.714603,9.0,900000,100000.0
cileunyi,Kos Putri,-6.9433219540478,107.73044597358,7.5,1000000,133333.33333333334
cibiru,Kos Campur,-6.925405,107.722807,9.0,750000,83333.33333333333
ujung berung,Kos Campur,-6.918296,107.708055,16.0,750000,46875.0
cibiru,Kos Campur,-6.9256112,107.7229342,8.75,800000,91428.57142857143
panyileukan,Kos Putri,-6.9404843453116,107.71495856345,12.0,700000,58333.333333333336
panyileukan,Kos Putri,-6.9388771,107.7180424,9.0,500000,55555.555555555555
cileunyi,Kos Campur,-6.9333942425329,107.72427152842,18.0,550000,30555.555555555555
panyileukan,Kos Putri,-6.9206506205014,107.70791179939,7.5,1100000,146666.66666666666
panyileukan,Kos Putri,-6.9470261958559,107.71282989532,12.0,750000,62500.0
cibiru,Kos Campur,-6.9332334883667,107.72556368262,9.0,800000,88888.88888888889
cinambo,Kos Putri,-6.9171761009553,107.70036667585,20.0,900000,45000.0
cibiru,Kos Campur,-6.927328,107.712469,24.0,600000,25000.0
cibiru,Kos Putra,-6.928977,107.72079,14.0,950000,67857.14285714286
panyileukan,Kos Putri,-6.938411,107.709116,12.0,1000000,83333.33333333333
cibiru,Kos Campur,-6.9292598808959,107.71267533302,10.5,590000,56190.47619047619
panyileukan,Kos Campur,-6.9290881420173,107.69980274141,10.0,1000000,100000.0
cileunyi,Kos Campur,-6.9332827463779,107.72529345006,14.0,770000,55000.0
panyileukan,Kos Putri,-6.94449,107.714053,9.0,850000,94444.44444444444
panyileukan,Kos Putri,-6.9222193,107.7058753,9.0,900000,100000.0
cileunyi,Kos Campur,-6.93667,107.733018,15.0,700000,46666.666666666664
ujung berung,Kos Campur,-6.9147790118247,107.70629201084,12.0,650000,54166.666666666664
cibiru,Kos Putra,-6.9249514128064,107.71737154573,9.0,700000,77777.77777777778
cileunyi,Kos Campur,-6.928371,107.72979,12.0,1000000,83333.33333333333
cibiru,Kos Campur,-6.9186445699868,107.71146666259,16.0,500000,31250.0
cileunyi,Kos Putra,-6.940027051381,107.71965846419,18.0,700000,38888.88888888889
cileunyi,Kos Putri,-6.9334824409651,107.72501718253,20.0,500000,25000.0
cileunyi,Kos Campur,-6.93041,107.72681,15.0,600000,40000.0
panyileukan,Kos Putri,-6.9376903190561,107.70721502602,12.0,1000000,83333.33333333333
cileunyi,Kos Putri,-6.935660104944,107.72255826741,12.0,750000,62500.0
cibiru,Kos Putri,-6.929729,107.720832,12.0,850000,70833.33333333333
cibiru,Kos Campur,-6.9346413335486,107.71952401847,12.0,700000,58333.333333333336
panyileukan,Kos Campur,-6.9328496,107.7158221,12.0,750000,62500.0
cibiru,Kos Campur,-6.923966567027,107.72090435028,12.0,550000,45833.333333333336
cibiru,Kos Putra,-6.929971,107.722472,9.0,750000,83333.33333333333
kiaracondong,Kos Campur,-6.9150945416085,107.70403862,12.0,700000,58333.333333333336
cibiru,Kos Campur,-6.922721,107.724125,13.5,800000,59259.25925925926
panyileukan,Kos Putri,-6.942289,107.714793,12.0,800000,66666.66666666667
panyileukan,Kos Putri,-6.939416,107.709868,9.0,750000,83333.33333333333
cileunyi,Kos Campur,-6.9392073159525,107.72987365723,10.8,800000,74074.07407407407
cibiru,Kos Putri,-6.9282161335681,107.7151966095,9.0,800000,88888.88888888889
cibiru,Kos Campur,-6.9282733799737,107.71935336292,28.0,800000,28571.428571428572
cileunyi,Kos Campur,-6.937201,107.732542,6.25,500000,80000.0
cibiru,Kos Putra,-6.926413593184,107.7223635371,9.0,650000,72222.22222222222
panyileukan,Kos Putri,-6.9475415,107.7118209,9.0,700000,77777.77777777778
cileunyi,Kos Campur,-6.934343,107.733031,13.5,500000,37037.03703703704
panyileukan,Kos Putra,-6.942523,107.709535,12.0,800000,66666.66666666667
cileunyi,Kos Putri,-6.938009,107.727838,12.0,650000,54166.666666666664
cibiru,Kos Putri,-6.930919,107.715985,9.0,710000,78888.88888888889
cibiru,Kos Putri,-6.9314485476359,107.71391451359,9.0,800000,88888.88888888889
panyileukan,Kos Campur,-6.9458888,107.7097006,12.0,1050000,87500.0
cibiru,Kos Campur,-6.922907830559,107.72145789117,12.0,750000,62500.0
cibiru,Kos Putri,-6.925206,107.71906,9.0,865000,96111.11111111111
panyileukan,Kos Putri,-6.9422958772363,107.71477818489,12.0,1100000,91666.66666666667
cibiru,Kos Putra,-6.924395,107.716874,18.0,600000,33333.333333333336
cibiru,Kos Putra,-6.9305864,107.7206405,9.0,500000,55555.555555555555
panyileukan,Kos Putri,-6.9422799019715,107.7143651247,7.5,700000,93333.33333333333
cileunyi,Kos Putri,-6.941232,107.726472,9.0,500000,55555.555555555555
cibiru,Kos Putri,-6.929442,107.717146,9.0,700000,77777.77777777778
cibiru,Kos Putra,-6.9286458142689,107.72085942328,14.0,950000,67857.14285714286
cileunyi,Kos Putri,-6.944065,107.725307,9.0,600000,66666.66666666667
cibiru,Kos Putri,-6.9290199124068,107.71696820855,6.0,750000,125000.0
cibiru,Kos Campur,-6.925055,107.718167,18.0,950000,52777.77777777778
panyileukan,Kos Putri,-6.9222193,107.7058753,12.0,1100000,91666.66666666667
panyileukan,Kos Putri,-6.9329197559081,107.71599687864,9.0,580000,64444.444444444445
cileunyi,Kos Campur,-6.942774,107.723917,25.0,1280000,51200.0
panyileukan,Kos Putri,-6.943815,107.716201,12.0,1200000,100000.0
panyileukan,Kos Putri,-6.948603,107.712977,9.0,750000,83333.33333333333
cinambo,Kos Campur,-6.9159875,107.6996245,12.0,650000,54166.666666666664
cibiru,Kos Putri,-6.929971,107.722472,9.0,800000,88888.88888888889
panyileukan,Kos Campur,-6.938666,107.717723,15.0,900000,60000.0
cibiru,Kos Putra,-6.930668,107.718946,12.0,750000,62500.0
cibiru,Kos Putra,-6.926212,107.718885,20.0,1000000,50000.0
cibiru,Kos Campur,-6.9278673,107.7141087,12.0,650000,54166.666666666664
cibiru,Kos Putri,-6.9289100793544,107.71963499486,9.0,600000,66666.66666666667
cibiru,Kos Putra,-6.9293227852369,107.71542225033,9.0,500000,55555.555555555555
cilengkrang,Kos Campur,-6.9170336472342,107.71380320191,20.0,560000,28000.0
cibiru,Kos Putri,-6.9271137,107.7172907,12.0,600000,50000.0
cileunyi,Kos Putri,-6.940797,107.726542,12.0,550000,45833.333333333336
cileunyi,Kos Campur,-6.9430899803423,107.72120811045,13.5,550000,40740.74074074074
cibiru,Kos Campur,-6.925555166519,107.71745838225,21.0,600000,28571.428571428572
cibiru,Kos Putri,-6.930556,107.722915,9.0,800000,88888.88888888889
cibiru,Kos Campur,-6.915977,107.72571,12.0,1550000,129166.66666666667
ujung berung,Kos Campur,-6.913946,107.710426,10.8,700000,64814.81481481481
cibiru,Kos Putra,-6.929852,107.724093,9.0,600000,66666.66666666667
cibiru,Kos Putri,-6.93228,107.719202,9.0,800000,88888.88888888889
cibiru,Kos Campur,-6.9249644,107.717704,18.0,850000,47222.22222222222
cibiru,Kos Putri,-6.929337,107.719211,15.0,750000,50000.0
panyileukan,Kos Putri,-6.933833,107.716073,12.0,750000,62500.0
panyileukan,Kos Putri,-6.938893,107.716319,12.0,799999,66666.58333333333
cileunyi,Kos Campur,-6.9368952083752,107.7271803841,16.0,650000,40625.0
cileunyi,Kos Putra,-6.930833,107.725549,9.0,850000,94444.44444444444
cibiru,Kos Campur,-6.915977,107.72571,12.0,1150000,95833.33333333333
cileunyi,Kos Campur,-6.93667,107.733018,15.0,700000,46666.666666666664
cibiru,Kos Putra,-6.9339462,107.7201235,5.0,600000,120000.0
cileunyi,Kos Putri,-6.9433219540478,107.73044597358,9.0,1300000,144444.44444444444
cibiru,Kos Putri,-6.929587,107.725926,7.5,600000,80000.0
cibiru,Kos Putri,-6.933564,107.719705,9.0,650000,72222.22222222222
cibiru,Kos Putri,-6.9222598067831,107.72193197161,12.75,850000,66666.66666666667
panyileukan,Kos Campur,-6.9400487,107.7161257,16.0,1400000,87500.0
cibiru,Kos Campur,-6.9250958611189,107.72057108581,15.0,900000,60000.0
coblong,Kos Campur,-6.8775875,107.6147656,16.0,1697000,106062.5
coblong,Kos Campur,-6.8821926885901,107.61904839179,9.0,1330000,147777.77777777778
coblong,Kos Putri,-6.8970114,107.6238426,9.0,1300000,144444.44444444444
coblong,Kos Putri,-6.870902348105,107.61746539216,12.0,2000000,166666.66666666666
coblong,Kos Putra,-6.887059,107.619869,9.0,2000000,222222.22222222222
cibeunying kaler,Kos Putra,-6.8912,107.630718,9.0,896200,99577.77777777778
cidadap,Kos Campur,-6.8724722,107.6034816,12.25,1313000,107183.67346938775
cicendo,Kos Campur,-6.9020892242147,107.59715938064,7.5,746600,99546.66666666667
cidadap,Kos Putra,-6.8756618943683,107.60398238206,9.0,781800,86866.66666666667
bandung wetan,Kos Putra,-6.896004,107.607748,12.0,900000,75000.0
cibeunying kaler,Kos Putra,-6.8879323,107.6275914,12.0,870000,72500.0
coblong,Kos Putra,-6.89332,107.6203,9.899999999999999,729000,73636.36363636365
coblong,Kos Campur,-6.8939799038585,107.60388009186,9.0,1129000,125444.44444444444
cibeunying kaler,Kos Putra,-6.8971730404579,107.63218811347,16.0,945000,59062.5
coblong,Kos Putri,-6.8984660348527,107.61721551418,12.0,1750000,145833.33333333334
coblong,Kos Putra,-6.8755376625223,107.61432418157,9.0,2185000,242777.77777777778
coblong,Kos Campur,-6.8939799038585,107.60388009186,10.5,2275000,216666.66666666666
coblong,Kos Campur,-6.8731598,107.6183507,9.0,650000,72222.22222222222
cibeunying kaler,Kos Putra,-6.8889354760209,107.6315921545,12.0,750000,62500.0
coblong,Kos Campur,-6.888485,107.603845,10.4,2500000,240384.61538461538
coblong,Kos Putri,-6.8944242332363,107.6079139486,9.0,950000,105555.55555555556
coblong,Kos Campur,-6.87976,107.613289,12.0,1600000,133333.33333333334
coblong,Kos Campur,-6.8871437108948,107.61649265885,16.0,1500000,93750.0
cidadap,Kos Campur,-6.8817739,107.604042,12.0,800000,66666.66666666667
coblong,Kos Putra,-6.8895113158743,107.61935524642,9.0,550000,61111.11111111111
sukajadi,Kos Putri,-6.888765,107.597507,9.0,600000,66666.66666666667
coblong,Kos Putra,-6.8864643495446,107.62505862862,12.0,1750000,145833.33333333334
cimenyan,Kos Putra,-6.878424,107.633982,12.0,1025000,85416.66666666667
coblong,Kos Putra,-6.881106,107.616536,12.0,825000,68750.0
cidadap,Kos Campur,-6.874125,107.603641,6.4399999999999995,1100000,170807.45341614907
coblong,Kos Campur,-6.87976,107.613289,12.0,2000000,166666.66666666666
coblong,Kos Putri,-6.8831677189692,107.61877655983,9.0,1750000,194444.44444444444
sukajadi,Kos Campur,-6.8822818,107.5962676,12.0,1400000,116666.66666666667
cidadap,Kos Campur,-6.8762515106792,107.60610211641,12.0,1700000,141666.66666666666
coblong,Kos Putri,-6.8864232,107.6168649,9.0,600000,66666.66666666667
coblong,Kos Putra,-6.8755376625223,107.61432418157,16.0,2463000,153937.5
cibeunying kaler,Kos Putra,-6.8971730404579,107.63218811347,16.0,1267000,79187.5
coblong,Kos Putri,-6.879923,107.611965,7.800000000000001,1000000,128205.12820512819
cibeunying kaler,Kos Putri,-6.902793,107.630447,9.0,600000,66666.66666666667
cidadap,Kos Putra,-6.8756618943683,107.60398238206,12.0,935800,77983.33333333333
sukajadi,Kos Putra,-6.881712,107.598095,9.0,700000,77777.77777777778
cidadap,Kos Campur,-6.8793438118487,107.59836494923,13.5,2500000,185185.1851851852
sukajadi,Kos Putri,-6.8929206,107.602113,9.0,988000,109777.77777777778
cidadap,Kos Campur,-6.8762515106792,107.60610211641,12.0,1750000,145833.33333333334
cidadap,Kos Campur,-6.8793438118487,107.59836494923,13.5,2750000,203703.7037037037
bojongloa kaler,Kos Putra,-6.8971730404579,107.63218811347,6.25,832500,133200.0
coblong,Kos Campur,-6.8773927,107.617262,12.0,1150000,95833.33333333333
cidadap,Kos Campur,-6.878283,107.602891,9.0,700000,77777.77777777778
cibeunying kaler,Kos Campur,-6.902196,107.630439,8.75,950000,108571.42857142857
coblong,Kos Campur,-6.8962822080882,107.62222386897,9.0,1000000,111111.11111111111
coblong,Kos Campur,-6.897663,107.621312,12.0,1750000,145833.33333333334
coblong,Kos Campur,-6.874398,107.614778,9.0,1000000,111111.11111111111
coblong,Kos Putri,-6.8810567183415,107.61540435255,9.0,2200000,244444.44444444444
cibeunying kaler,Kos Campur,-6.900529,107.629742,12.0,550000,45833.333333333336
coblong,Kos Campur,-6.8859155,107.6193198,9.0,2250000,250000.0
sukajadi,Kos Campur,-6.8841786126657,107.59833376855,9.0,650000,72222.22222222222
bandung wetan,Kos Putri,-6.8968869969687,107.60857310146,9.0,800000,88888.88888888889
coblong,Kos Campur,-6.8757089412293,107.61319488287,12.0,1950000,162500.0
coblong,Kos Putri,-6.875781,107.614036,9.0,1500000,166666.66666666666
bandung wetan,Kos Putri,-6.9023982956031,107.60765578598,12.0,1700000,141666.66666666666
coblong,Kos Putri,-6.8802224,107.6138338,16.0,2000000,125000.0
coblong,Kos Putra,-6.890744,107.6280512,12.0,1400000,116666.66666666667
coblong,Kos Putri,-6.8715094993086,107.61693656445,9.0,950000,105555.55555555556
coblong,Kos Putri,-6.8811332763965,107.61264503002,12.0,1600000,133333.33333333334
coblong,Kos Putri,-6.8946222,107.6065921,9.0,1650000,183333.33333333334
cibeunying kaler,Kos Putra,-6.887501,107.627752,9.0,1300000,144444.44444444444
coblong,Kos Putra,-6.8821847833895,107.61099580675,9.0,915000,101666.66666666667
sukajadi,Kos Campur,-6.887043,107.600446,12.0,700000,58333.333333333336
coblong,Kos Putra,-6.885993,107.620062,8.399999999999999,2000000,238095.23809523814
coblong,Kos Putri,-6.897536,107.602747,10.08,1650000,163690.47619047618
coblong,Kos Putra,-6.890915,107.622487,9.0,800000,88888.88888888889
sukajadi,Kos Campur,-6.8930605376351,107.60072160512,25.0,1350000,54000.0
cidadap,Kos Campur,-6.8748062108084,107.60317146778,12.5,2350000,188000.0
coblong,Kos Campur,-6.88336,107.61858,15.0,1800000,120000.0
coblong,Kos Campur,-6.883193,107.620052,9.0,2100000,233333.33333333334
coblong,Kos Putra,-6.886859,107.616475,12.0,1650000,137500.0
coblong,Kos Campur,-6.886805,107.616003,9.0,1350000,150000.0
coblong,Kos Putra,-6.887143,107.618087,14.0,1400000,100000.0
sukajadi,Kos Campur,-6.8895066559014,107.5973232463,9.0,700000,77777.77777777778
cibeunying kaler,Kos Campur,-6.902196,107.630439,7.0,750000,107142.85714285714
coblong,Kos Putri,-6.878917,107.615927,12.0,865000,72083.33333333333
coblong,Kos Putri,-6.871462,107.616326,9.0,850000,94444.44444444444
coblong,Kos Campur,-6.8733858715309,107.61443205178,12.0,950000,79166.66666666667
sukajadi,Kos Campur,-6.900152,107.596569,12.0,450000,37500.0
bandung wetan,Kos Putra,-6.896348,107.608348,9.0,800000,88888.88888888889
coblong,Kos Putri,-6.873568,107.619891,16.0,1000000,62500.0
cibeunying kaler,Kos Campur,-6.8930828387663,107.63106845319,12.0,950000,79166.66666666667
sukajadi,Kos Campur,-6.8852101414191,107.6007065177,9.0,999999,111111.0
sukajadi,Kos Campur,-6.891506,107.596844,12.0,1000000,83333.33333333333
cidadap,Kos Campur,-6.8725959786455,107.60788679123,9.0,1600000,177777.77777777778
coblong,Kos Putri,-6.886142,107.618794,8.7,2200000,252873.56321839083
coblong,Kos Putra,-6.887144,107.616493,10.5,1350000,128571.42857142857
coblong,Kos Campur,-6.872597,107.614004,8.0,1507000,188375.0
coblong,Kos Campur,-6.894562,107.622566,12.0,800000,66666.66666666667
cibeunying kaler,Kos Campur,-6.888417,107.63011,12.0,1500000,125000.0
cidadap,Kos Campur,-6.878346,107.604851,9.0,750000,83333.33333333333
coblong,Kos Putri,-6.88040897013,107.61795043945,9.0,1600000,177777.77777777778
coblong,Kos Putra,-6.89303,107.607001,9.0,750000,83333.33333333333
cimahi selatan,Kos Putri,-6.887073,107.522516,16.0,1250000,78125.0
cimahi tengah,Kos Campur,-6.873838,107.53117,35.0,1500000,42857.142857142855
padalarang,Kos Putri,-6.8919546,107.514401,15.0,1900000,126666.66666666667
cimahi selatan,Kos Putri,-6.8931754,107.5211111,12.0,900000,75000.0
cimahi tengah,Kos Campur,-6.89045,107.537663,9.0,1100000,122222.22222222222
cimahi tengah,Kos Putri,-6.8760890727739,107.52777021378,17.5,1300000,74285.71428571429
cimahi selatan,Kos Campur,-6.8894631,107.5210846,12.0,1000000,83333.33333333333
cimahi tengah,Kos Campur,-6.886342,107.528738,9.0,800000,88888.88888888889
cimahi tengah,Kos Putri,-6.869124,107.536963,12.0,900000,75000.0
cimahi selatan,Kos Putri,-6.8902156,107.5217265,12.0,1850000,154166.66666666666
cimahi selatan,Kos Campur,-6.886239,107.524533,12.0,1400000,116666.66666666667
cimahi selatan,Kos Putra,-6.8848107113837,107.52018727362,10.0,800000,80000.0
cimahi tengah,Kos Putri,-6.888783,107.533018,9.0,750000,83333.33333333333
cimahi selatan,Kos Putri,-6.889424,107.5209633,12.0,1000000,83333.33333333333
cimahi selatan,Kos Putri,-6.8902156,107.5217265,14.0,2000000,142857.14285714287
cimahi tengah,Kos Putri,-6.878644,107.542004,9.0,700000,77777.77777777778
cimahi selatan,Kos Putri,-6.8902156,107.5217265,18.0,2250000,125000.0
cimahi tengah,Kos Putri,-6.883577,107.53295,16.0,880000,55000.0
cimahi tengah,Kos Campur,-6.868838,107.543906,16.0,400000,25000.0
cimahi selatan,Kos Putri,-6.893175,107.521111,12.0,700000,58333.333333333336
cimahi selatan,Kos Putri,-6.88617,107.5241602,12.0,1700000,141666.66666666666
cimahi tengah,Kos Campur,-6.868838,107.543906,12.0,400000,33333.333333333336
cimahi selatan,Kos Putri,-6.88617,107.5241602,12.0,1850000,154166.66666666666
padalarang,Kos Putri,-6.8919546,107.514401,20.0,2200000,110000.0
cimahi selatan,Kos Putri,-6.893175,107.521111,15.0,800000,53333.333333333336
cimahi tengah,Kos Campur,-6.872101,107.533337,12.0,900000,75000.0
cimahi tengah,Kos Putri,-6.8816978084556,107.53603041172,9.0,1300000,144444.44444444444
cimahi selatan,Kos Putri,-6.88617,107.5241602,24.0,2000000,83333.33333333333
cimahi selatan,Kos Putri,-6.892549,107.515999,12.0,1200000,100000.0
cimahi tengah,Kos Campur,-6.873874,107.532177,12.0,850000,70833.33333333333
cimahi selatan,Kos Putri,-6.888118,107.522895,7.5,700000,93333.33333333333
cimahi tengah,Kos Campur,-6.8766799071016,107.53814902157,12.0,700000,58333.333333333336
cimahi tengah,Kos Campur,-6.878159,107.526778,12.0,700000,58333.333333333336
cimahi selatan,Kos Putra,-6.89187,107.514709,12.0,1000000,83333.33333333333
cimahi tengah,Kos Campur,-6.8766799071016,107.53814902157,12.0,850000,70833.33333333333
cimahi tengah,Kos Putri,-6.883575,107.532755,16.0,700000,43750.0
cimahi tengah,Kos Campur,-6.8795232246141,107.52942614257,9.0,600000,66666.66666666667
cimahi selatan,Kos Putri,-6.8896363,107.5209151,12.0,600000,50000.0
padalarang,Kos Putri,-6.8919546,107.514401,28.0,2800000,100000.0
cimahi selatan,Kos Putri,-6.9002883791545,107.53774300218,12.0,1100000,91666.66666666667
cimahi tengah,Kos Putri,-6.8844938299831,107.53066364676,12.0,1000000,83333.33333333333
cimahi selatan,Kos Campur,-6.8894631,107.5210846,12.0,900000,75000.0
cimahi selatan,Kos Putri,-6.89697,107.515856,12.0,570000,47500.0
cimahi selatan,Kos Putri,-6.889342,107.522586,9.0,750000,83333.33333333333
cimahi tengah,Kos Putri,-6.886709,107.530141,12.0,800000,66666.66666666667
cimahi selatan,Kos Putri,-6.8931754,107.5211111,12.0,950000,79166.66666666667
cimahi tengah,Kos Campur,-6.879827127715,107.52367246896,12.0,650000,54166.666666666664
